Duplicate : 我們  map[key]= we  value= us
Duplicate : 棺材  map[key]= coffin  value= coffins
Duplicate : 肯定  map[key]= sure  value= certainty
Duplicate : 籠  map[key]= cage  value= cages
Duplicate : 布蘭妮  map[key]= spears  value= britney
Duplicate : 介紹  map[key]= introduce  value= briefed
Duplicate : 評估  map[key]= evaluation  value= assess
Duplicate : 伏擊  map[key]= ambush  value= ambushed
Duplicate : 通知  map[key]= notice  value= alerted
Duplicate : 稱重  map[key]= weighing  value= weighed
Duplicate : 病毒  map[key]= virus  value= viral
Duplicate : 極  map[key]= extremely  value= utmost
Duplicate : 釋放  map[key]= freed  value= unleashed
Duplicate : 邪惡  map[key]= evil  value= unholy
Duplicate : 進行  map[key]= conducted  value= underway
Duplicate : 裸露  map[key]= exposed  value= uncovered
Duplicate : 類型  map[key]= type  value= typed
Duplicate : 泰國  map[key]= thai  value= thailand
Duplicate : 掃描  map[key]= scan  value= sweeps
Duplicate : 監督  map[key]= supervise  value= supervised
Duplicate : 轉移  map[key]= distract  value= shifted
Duplicate : 浪漫  map[key]= romantic  value= romantically
Duplicate : 震撼  map[key]= shook  value= rocked
Duplicate : 羅茲  map[key]= roz  value= rhoades
Duplicate : 再見  map[key]= bye  value= revoir
Duplicate : 回顧  map[key]= review  value= reviewed
Duplicate : 呼吸  map[key]= breathe  value= respiratory
Duplicate : 反映  map[key]= reflect  value= reflects
Duplicate : 生產  map[key]= production  value= produces
Duplicate : 安然  map[key]= safely  value= peacefully
Duplicate : 培育  map[key]= foster  value= nurturing
Duplicate : 零  map[key]= zero  value= null
Duplicate : 修道院  map[key]= convent  value= monastery
Duplicate : 侏儒  map[key]= midget  value= midgets
Duplicate : 機械  map[key]= mechanical  value= machinery
Duplicate : 投訴  map[key]= complaints  value= lodged
Duplicate : 凱瑟琳  map[key]= katherine  value= kathryn
Duplicate : 朱迪  map[key]= judy  value= jodie
Duplicate : 耶  map[key]= yeah  value= jer
Duplicate : 跨  map[key]= trans  value= inter
Duplicate : 暗示  map[key]= hint  value= implies
Duplicate : 籠  map[key]= cage  value= hutch
Duplicate : 亨利  map[key]= henry  value= henri
Duplicate : 搶劫  map[key]= robbery  value= heist
Duplicate : 凍結  map[key]= freeze  value= freezes
Duplicate : 片  map[key]= piece  value= flakes
Duplicate : 父親  map[key]= father  value= fathered
Duplicate : 選  map[key]= selected  value= elect
Duplicate : 有效  map[key]= effective  value= effectively
Duplicate : 不滿  map[key]= unhappiness  value= disgruntled
Duplicate : 洩氣  map[key]= frustrating  value= discouraged
Duplicate : 立方體  map[key]= cube  value= cubes
Duplicate : 可信  map[key]= believable  value= credible
Duplicate : 應對  map[key]= react  value= coping
Duplicate : 讓步  map[key]= budge  value= concession
Duplicate : 衝突  map[key]= conflict  value= clash
Duplicate : 災難  map[key]= disaster  value= catastrophe
Duplicate : 胸罩  map[key]= bra  value= bras
Duplicate : 充足  map[key]= sufficient  value= ample
Duplicate : 感情  map[key]= affection  value= affections
Duplicate : 越南  map[key]= vietnam  value= vietnamese
Duplicate : 特點  map[key]= feature  value= traits
Duplicate : 永恆  map[key]= eternity  value= timeless
Duplicate : 理論  map[key]= theory  value= theoretical
Duplicate : 遺囑  map[key]= wills  value= testament
Duplicate : 竊聽  map[key]= bugging  value= tapping
Duplicate : 標籤  map[key]= tag  value= tagged
Duplicate : 凝視  map[key]= staring  value= stares
Duplicate : 釘  map[key]= nail  value= spiked
Duplicate : 走私  map[key]= smuggling  value= smuggle
Duplicate : 調度  map[key]= dispatch  value= scheduling
Duplicate : 可怕  map[key]= terrible  value= scarier
Duplicate : 謹慎  map[key]= cautious  value= prudent
Duplicate : 戳  map[key]= poke  value= poked
Duplicate : 指針  map[key]= pointer  value= pointers
Duplicate : 放置  map[key]= placed  value= placement
Duplicate : 危險  map[key]= dangerous  value= peril
Duplicate : 遺忘  map[key]= forgotten  value= oblivion
Duplicate : 微調  map[key]= spinner  value= nudge
Duplicate : 神經  map[key]= nerve  value= neurological
Duplicate : 穆斯林  map[key]= muslim  value= muslims
Duplicate : 麥克法蘭  map[key]= macfarlane  value= mcfarland
Duplicate : 上市  map[key]= listed  value= listing
Duplicate : 伊莎貝爾  map[key]= isabel  value= isabelle
Duplicate : 健康  map[key]= health  value= healthier
Duplicate : 圖像  map[key]= image  value= graphic
Duplicate : 新鮮  map[key]= fresh  value= freshly
Duplicate : 強大  map[key]= powerful  value= formidable
Duplicate : 不及格  map[key]= flunk  value= flunked
Duplicate : 人造  map[key]= artificial  value= faux
Duplicate : 護送  map[key]= escort  value= escorted
Duplicate : 逃逸  map[key]= escaping  value= escapes
Duplicate : 出現  map[key]= appear  value= emerge
Duplicate : 文件  map[key]= file  value= doc
Duplicate : 恐龍  map[key]= dinosaur  value= dino
Duplicate : 剝奪  map[key]= deprived  value= deprive
Duplicate : 哭泣  map[key]= sob  value= cryin
Duplicate : 征服  map[key]= vanquish  value= conquest
Duplicate : 命令  map[key]= command  value= commands
Duplicate : 內褲  map[key]= underpants  value= briefs
Duplicate : 出現  map[key]= appear  value= appearing
Duplicate : 充足  map[key]= sufficient  value= adequate
Duplicate : 區  map[key]= district  value= zones
Duplicate : 曲折  map[key]= twists  value= winding
Duplicate : 渦流  map[key]= eddy  value= vortex
Duplicate : 豬  map[key]= pig  value= swine
Duplicate : 天鵝  map[key]= swan  value= swans
Duplicate : 強調  map[key]= stressed  value= stressing
Duplicate : 流  map[key]= ow  value= streaming
Duplicate : 穩定  map[key]= stable  value= stabilize
Duplicate : 蠕動  map[key]= creeps  value= squirm
Duplicate : 發癢的  map[key]= itchy  value= scratchy
Duplicate : 品味  map[key]= tasteful  value= savor
Duplicate : 名單  map[key]= list  value= roster
Duplicate : 哥斯達黎加  map[key]= costa  value= rica
Duplicate : 反應  map[key]= reaction  value= reactions
Duplicate : 地震  map[key]= earthquake  value= quake
Duplicate : 預言  map[key]= prophecy  value= prophecies
Duplicate : 監獄  map[key]= jail  value= prisons
Duplicate : 鄰居  map[key]= neighbor  value= neighbour
Duplicate : 黑人  map[key]= negro  value= negroes
Duplicate : 海  map[key]= sea  value= naval
Duplicate : 啞  map[key]= dumb  value= mute
Duplicate : 腿  map[key]= leg  value= legged
Duplicate : 發射  map[key]= fired  value= launching
Duplicate : 車道  map[key]= lane  value= lanes
Duplicate : 短褲  map[key]= shorts  value= knickers
Duplicate : 凱瑟琳  map[key]= katherine  value= kathleen
Duplicate : 凱茜  map[key]= cathy  value= kathie
Duplicate : 說明  map[key]= explain  value= indicating
Duplicate : 催眠  map[key]= hypnosis  value= hypnotized
Duplicate : 哼  map[key]= hum  value= hmph
Duplicate : 幻覺  map[key]= hallucinating  value= hallucinations
Duplicate : 金發  map[key]= blonde  value= goldilocks
Duplicate : 忠誠  map[key]= loyal  value= fidelity
Duplicate : 信封  map[key]= envelope  value= envelopes
Duplicate : 配合  map[key]= cooperating  value= engaging
Duplicate : 鴿子  map[key]= dove  value= doves
Duplicate : 獨特  map[key]= unique  value= distinctive
Duplicate : 阻礙  map[key]= embarrass  value= discourage
Duplicate : 離開  map[key]= leave  value= departed
Duplicate : 豪華  map[key]= luxury  value= deluxe
Duplicate : 交付  map[key]= deliver  value= deliveries
Duplicate : 裝飾  map[key]= decorated  value= decorator
Duplicate : 同志  map[key]= comrade  value= comrades
Duplicate : 免費  map[key]= free  value= complimentary
Duplicate : 承諾  map[key]= promise  value= commitments
Duplicate : 章  map[key]= chapter  value= chapters
Duplicate : 出納員  map[key]= teller  value= cashier
Duplicate : 馴鹿  map[key]= reindeer  value= caribou
Duplicate : 爭吵  map[key]= quarrel  value= brawl
Duplicate : 碗  map[key]= bowl  value= bowls
Duplicate : 聖經  map[key]= bible  value= biblical
Duplicate : 喚醒  map[key]= woken  value= awakening
Duplicate : 焦慮  map[key]= anxiety  value= angst
Duplicate : 管理  map[key]= manage  value= administer
Duplicate : 獲得  map[key]= gained  value= acquisition
Duplicate : 王牌  map[key]= trump  value= aces
Duplicate : 發洩  map[key]= vent  value= wreak
Duplicate : 鞋面  map[key]= vamp  value= vamps
Duplicate : 子宮  map[key]= womb  value= uterus
Duplicate : 運輸  map[key]= haul  value= transporting
Duplicate : 副本  map[key]= copies  value= transcript
Duplicate : 治療  map[key]= treat  value= therapeutic
Duplicate : 提交  map[key]= committing  value= submitted
Duplicate : 斑點  map[key]= spots  value= spotting
Duplicate : 觀眾  map[key]= viewers  value= spectator
Duplicate : 參議員  map[key]= senator  value= senators
Duplicate : 進球  map[key]= scored  value= scoring
Duplicate : 漫遊  map[key]= roaming  value= roam
Duplicate : 邊  map[key]= bien  value= rim
Duplicate : 獎勵  map[key]= reward  value= rewards
Duplicate : 緩解  map[key]= ease  value= remission
Duplicate : 恢復  map[key]= recovery  value= reinstate
Duplicate : 回憶  map[key]= memories  value= recollection
Duplicate : 介紹  map[key]= introduce  value= presenting
Duplicate : 偏愛  map[key]= favor  value= preference
Duplicate : 參與  map[key]= involved  value= participation
Duplicate : 戶外  map[key]= ooh  value= outdoor
Duplicate : 忽視  map[key]= ignore  value= neglect
Duplicate : 尼爾  map[key]= neil  value= neel
Duplicate : 誤判  map[key]= misjudged  value= mistrial
Duplicate : 要求  map[key]= claim  value= mandate
Duplicate : 萊斯特  map[key]= lester  value= lestat
Duplicate : 嘲笑  map[key]= banter  value= laughin
Duplicate : 打算  map[key]= intend  value= intends
Duplicate : 引發  map[key]= triggered  value= initiation
Duplicate : 開始  map[key]= start  value= initiated
Duplicate : 開始  map[key]= start  value= initiate
Duplicate : 影響  map[key]= influence  value= influenced
Duplicate : 不忠  map[key]= unfaithful  value= infidelity
Duplicate : 帝國  map[key]= empire  value= imperial
Duplicate : 可怕  map[key]= terrible  value= horrific
Duplicate : 優雅  map[key]= classy  value= graceful
Duplicate : 手勢  map[key]= gesture  value= gestures
Duplicate : 瘋狂的  map[key]= nutty  value= frantic
Duplicate : 工程師  map[key]= engineer  value= engineers
Duplicate : 唐尼  map[key]= donny  value= downey
Duplicate : 磁盤  map[key]= disk  value= disks
Duplicate : 討論  map[key]= discuss  value= discussions
Duplicate : 拆除  map[key]= remove  value= demolition
Duplicate : 戴爾  map[key]= dale  value= dell
Duplicate : 明確  map[key]= clear  value= definitive
Duplicate : 敢  map[key]= dare  value= dared
Duplicate : 捲曲  map[key]= curl  value= curled
Duplicate : 庭院  map[key]= patio  value= courtyard
Duplicate : 構成  map[key]= constitutional  value= constitutes
Duplicate : 燃燒  map[key]= burning  value= combustion
Duplicate : 抵押  map[key]= pledge  value= collateral
Duplicate : 露營  map[key]= camping  value= camper
Duplicate : 計算  map[key]= calculations  value= calculating
Duplicate : 蜂鳴器  map[key]= buzz  value= buzzer
Duplicate : 碰撞  map[key]= impact  value= bumping
Duplicate : 英國  map[key]= england  value= britain
Duplicate : 爭吵  map[key]= quarrel  value= bickering
Duplicate : 復仇  map[key]= revenge  value= avenge
Duplicate : 屁股  map[key]= ass  value= arse
Duplicate : 箭頭  map[key]= arrow  value= arrows
Duplicate : 被捕  map[key]= arrested  value= apprehended
Duplicate : 承認  map[key]= admit  value= acknowledged
Duplicate : 濫用  map[key]= abuse  value= abusing
Duplicate : 任何人  map[key]= anyone  value= whomever
Duplicate : 瀑布  map[key]= falls  value= waterfall
Duplicate : 嘔吐  map[key]= puke  value= vomiting
Duplicate : 復仇  map[key]= revenge  value= vengeful
Duplicate : 不朽  map[key]= immortal  value= undying
Duplicate : 下跌  map[key]= fell  value= tumble
Duplicate : 傳票  map[key]= subpoena  value= summons
Duplicate : 策略  map[key]= tactics  value= strategies
Duplicate : 討厭  map[key]= nasty  value= stinkin
Duplicate : 放樣  map[key]= stakeout  value= staked
Duplicate : 松鼠  map[key]= squirrel  value= squirrels
Duplicate : 灑  map[key]= spilled  value= sprinkles
Duplicate : 推測  map[key]= speculation  value= speculate
Duplicate : 專家  map[key]= expert  value= specialists
Duplicate : 分類  map[key]= sort  value= sorting
Duplicate : 地獄  map[key]= hell  value= slammer
Duplicate : 杜松子酒  map[key]= gin  value= schnapps
Duplicate : 行  map[key]= line  value= rows
Duplicate : 羅爾夫  map[key]= rolf  value= rolfe
Duplicate : 儀式  map[key]= ceremony  value= rite
Duplicate : 圍繞  map[key]= revolve  value= revolves
Duplicate : 資源  map[key]= resources  value= resource
Duplicate : 回复  map[key]= responded  value= reply
Duplicate : 給予  map[key]= afford  value= render
Duplicate : 後悔  map[key]= regretted  value= regretting
Duplicate : 重建  map[key]= rebuild  value= rebuilding
Duplicate : 後果  map[key]= consequences  value= ramifications
Duplicate : 預測  map[key]= predict  value= projections
Duplicate : 罐  map[key]= jar  value= pots
Duplicate : 管道  map[key]= pipes  value= pipeline
Duplicate : 沖孔  map[key]= punching  value= piercing
Duplicate : 牡蠣  map[key]= oysters  value= oyster
Duplicate : 搶劫  map[key]= robbery  value= mugging
Duplicate : 分子  map[key]= elements  value= molecules
Duplicate : 不幸  map[key]= unfortunately  value= misfortune
Duplicate : 地鐵  map[key]= subway  value= metro
Duplicate : 藥物治療  map[key]= medication  value= medications
Duplicate : 瑪拉  map[key]= marah  value= marla
Duplicate : 無情  map[key]= ruthless  value= loveless
Duplicate : 邏輯  map[key]= logic  value= logically
Duplicate : 水蛭  map[key]= leech  value= leeches
Duplicate : 廁所  map[key]= loo  value= latrine
Duplicate : 缺乏  map[key]= lack  value= lacks
Duplicate : 造成  map[key]= caused  value= inflict
Duplicate : 騙子  map[key]= liars  value= impostor
Duplicate : 嬉皮士  map[key]= hippie  value= hippies
Duplicate : 提高  map[key]= improve  value= heightened
Duplicate : 治療師  map[key]= therapist  value= healer
Duplicate : 梳洗  map[key]= freshen  value= grooming
Duplicate : 血腥  map[key]= bloody  value= gory
Duplicate : 友誼  map[key]= friendship  value= friendships
Duplicate : 努力  map[key]= efforts  value= endeavor
Duplicate : 可怕  map[key]= terrible  value= dreaded
Duplicate : 咳嗽  map[key]= cough  value= coughing
Duplicate : 貢獻  map[key]= contribution  value= contributed
Duplicate : 音樂會  map[key]= concert  value= concerts
Duplicate : 友誼  map[key]= friendship  value= companionship
Duplicate : 打破  map[key]= broke  value= breakin
Duplicate : 爆破  map[key]= blast  value= blasting
Duplicate : 萬歲  map[key]= hooray  value= banzai
Duplicate : 鱷魚  map[key]= crocodile  value= alligator
Duplicate : 密閉  map[key]= confined  value= airtight
Duplicate : 指導  map[key]= guide  value= advising
